trial,pair,model_spec,train_months,timeframe,confidence,rr,atr_mult,sample_weight_multiplier,xgb_weight,rf_weight,xgb_params,rf_params,total_return_pct,total_trades,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,net_profit,valid,composite_score
22,AUDUSD,rf_weight_2m,2,M5,0.65,2.5,1.5,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",89.61749999999898,47,46.808510638297875,2.1888369316485776,-10.96775176321847,5.768545625834321,403.8294658585155,8961.74999999989,True,1.4917390129569645
23,AUDUSD,rf_weight_2m,2,M5,0.68,2.5,2.0,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",59.99999999999894,50,40.0,1.6666666666666543,-11.803278688524644,3.7032779498306345,3.351205332581251e+16,5999.999999999893,False,-999.0
24,AUDUSD,rf_weight_2m,2,M5,0.7,3.0,1.5,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",63.0,35,40.0,2.0,-13.761467889908257,4.860553380703814,5.026809107075525e+16,6300.000000000005,False,-999.0
25,AUDUSD,three_month_3m,3,M5,0.55,1.5,1.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",54.32999999999875,40,57.49999999999999,2.1049420378279184,-8.86699507389163,5.882895454690885,50.07460943742884,5432.999999999878,True,1.709961266481225
26,AUDUSD,three_month_3m,3,M5,0.6,2.0,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",41.949999999999896,32,46.875,1.8730489073881331,-8.450704225352112,4.693844165297686,29.981192879128386,4194.999999999993,True,1.262869049614435
27,AUDUSD,three_month_3m,3,M5,0.62,2.0,1.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",35.949999999999896,31,45.16129032258064,1.7481789802289245,-8.823529411764707,4.162650076080975,26.521866711227887,3594.9999999999927,True,1.1175298981099646
28,AUDUSD,three_month_3m,3,M5,0.65,2.5,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",7.499999999999618,22,31.818181818181817,1.166666666666658,-14.34262948207183,1.1065640942108772,4760226913686398.0,749.9999999999618,False,-999.0
29,AUDUSD,three_month_3m,3,M5,0.68,2.5,2.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",10.499999999999618,21,33.33333333333333,1.2499999999999907,-16.917293233082788,1.603564906129334,6981671311690075.0,1049.9999999999618,False,-999.0
30,AUDUSD,three_month_3m,3,M5,0.7,3.0,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",3.0,15,26.666666666666668,1.0909090909090908,-12.711864406779661,0.5982906522344231,5585323750909612.0,300.0,False,-999.0
31,AUDUSD,class_weight_3m,3,M5,0.55,1.5,1.0,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",60.20999999999874,44,59.09090909090909,2.1149999999999762,-8.86699507389163,5.938338853389746,0.0,6020.999999999876,True,1.7549366618727715
32,AUDUSD,class_weight_3m,3,M5,0.6,2.0,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",47.94999999999989,30,50.0,2.1403091557669387,-9.933774834437086,5.724490250575545,34.48042710713934,4794.999999999994,True,1.5432658545966529
33,AUDUSD,class_weight_3m,3,M5,0.62,2.0,1.0,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",32.94999999999989,32,43.75,1.6454456415279106,-12.949640287769784,3.704336640752516,24.189751377184063,3294.9999999999927,False,-999.0
34,AUDUSD,class_weight_3m,3,M5,0.65,2.5,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",25.499999999999506,23,39.130434782608695,1.607142857142845,-10.67615658362993,3.434516192905138,1.5481110747530238e+16,2549.999999999951,False,-999.0
35,AUDUSD,class_weight_3m,3,M5,0.68,2.5,2.0,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",10.499999999999618,21,33.33333333333333,1.2499999999999907,-15.00000000000008,1.6035649061293342,6981671311690075.0,1049.9999999999618,False,-999.0
36,AUDUSD,class_weight_3m,3,M5,0.7,3.0,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 10, ""min_samples_leaf"": 3, ""n_estimators"": 220, ""n_jobs"": -1}",51.0,15,53.333333333333336,3.4285714285714284,-7.086614173228346,9.015609355644013,9.495085839060086e+16,5100.000000000004,False,-999.0
