trial,pair,model_spec,train_months,timeframe,confidence,rr,atr_mult,sample_weight_multiplier,xgb_weight,rf_weight,xgb_params,rf_params,total_return_pct,total_trades,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,net_profit,valid,composite_score
22,EURUSD,rf_weight_2m,2,M5,0.65,2.5,1.5,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",84.00000000000296,35,51.42857142857142,2.6470588235295294,-6.338028169013805,7.2598793030299955,0.0,8400.000000000295,True,2.0239521864280476
23,EURUSD,rf_weight_2m,2,M5,0.68,2.5,2.0,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",42.000000000003055,35,40.0,1.6666666666667407,-7.826086956521447,3.7032779498309774,0.0,4200.000000000314,False,-999.0
24,EURUSD,rf_weight_2m,2,M5,0.7,3.0,1.5,1.0,1.0,1.5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 140, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 240, ""n_jobs"": -1}",36.000000000000874,28,35.714285714285715,1.6666666666667078,-13.761467889907768,3.549645678719263,0.0,3600.000000000092,False,-999.0
25,EURUSD,three_month_3m,3,M5,0.55,1.5,1.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",39.99000000000058,37,54.054054054054056,1.7996400719856425,-6.338028169013844,4.622135879428813,73.65519217958789,3999.0000000000637,True,1.3716117235422796
26,EURUSD,three_month_3m,3,M5,0.6,2.0,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",48.990000000001125,26,53.84615384615385,2.3993144815767717,-7.792207792207487,6.722493993598798,109.31603922892137,4899.00000000012,True,1.8862658884406822
27,EURUSD,three_month_3m,3,M5,0.62,2.0,1.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",51.99000000000101,25,56.00000000000001,2.6241799437676585,-7.643312101910533,7.457385286243899,115.99450181098102,5199.000000000109,True,2.1388461761151736
28,EURUSD,three_month_3m,3,M5,0.65,2.5,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",48.990000000001345,19,52.63157894736842,2.883506343714069,-7.570977917980757,7.88317433282841,131.55770738488673,4899.000000000142,False,-999.0
29,EURUSD,three_month_3m,3,M5,0.68,2.5,2.0,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",54.990000000001125,17,58.82352941176471,3.7481259370316247,-5.572755417956429,10.062884905573446,148.2252468787095,5499.00000000012,False,-999.0
30,EURUSD,three_month_3m,3,M5,0.7,3.0,1.5,1.0,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 180, ""n_jobs"": -1, ""subsample"": 0.8}","{""max_depth"": 8, ""min_samples_leaf"": 4, ""n_estimators"": 180, ""n_jobs"": -1}",18.000000000000437,14,35.714285714285715,1.6666666666667078,-13.533834586465707,3.549645678719264,0.0,1800.000000000046,False,-999.0
31,EURUSD,m15_class_weight_3m,3,M15,0.55,1.5,1.0,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",-5.9999999999997815,2,0.0,0.0,-3.092783505154523,0.0,0.0,-599.9999999999783,False,-999.0
32,EURUSD,m15_class_weight_3m,3,M15,0.6,2.0,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-999.0
33,EURUSD,m15_class_weight_3m,3,M15,0.62,2.0,1.0,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-999.0
34,EURUSD,m15_class_weight_3m,3,M15,0.65,2.5,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-999.0
35,EURUSD,m15_class_weight_3m,3,M15,0.68,2.5,2.0,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-999.0
36,EURUSD,m15_class_weight_3m,3,M15,0.7,3.0,1.5,1.5,1.0,1.0,"{""learning_rate"": 0.06, ""max_depth"": 4, ""n_estimators"": 160, ""n_jobs"": -1, ""subsample"": 0.9}","{""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 180, ""n_jobs"": -1}",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-999.0
